"","x"
"1467","k__Fungi; p__Ascomycota"
"1468","k__Fungi; p__Ascomycota"
"1469","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1470","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus"
"1471","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Aleuria"
"1472","k__Fungi; p__Ascomycota"
"1473","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales"
"1474","k__Fungi; p__Ascomycota"
"1475","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1476","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_salmonis"
"1477","k__Fungi; p__Ascomycota"
"1478","k__Fungi; p__Ascomycota"
"1479","k__Fungi; p__Ascomycota"
"1480","k__Fungi; p__Ascomycota"
"1481","k__Fungi; p__Ascomycota"
"1482","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1483","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Psathyrella"
"1484","k__Fungi; p__Ascomycota"
"1485","k__Fungi; p__Ascomycota"
"1486","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1487","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1488","k__Fungi; p__Ascomycota"
"1489","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales"
"1490","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1491","k__Fungi; p__Ascomycota"
"1492","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"1493","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified"
"1494","k__Fungi; p__Ascomycota"
"1495","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1496","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1497","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"1498","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__unidentified; s__unidentified"
"1499","k__Fungi; p__Ascomycota"
"1500","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Branch06; f__unidentified; g__unidentified; s__unidentified"
"1501","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__unidentified; s__unidentified"
"1502","k__Fungi; p__Ascomycota"
"1503","k__Fungi; p__Ascomycota"
"1504","k__Fungi; p__Ascomycota"
"1505","k__Fungi; p__Ascomycota"
"1506","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1507","k__Fungi; p__Ascomycota"
"1508","k__Fungi; p__Ascomycota"
"1509","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Crepidotaceae; g__Crepidotus"
"1510","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1511","k__Fungi; p__Ascomycota"
"1512","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1513","k__Fungi; p__Ascomycota"
"1514","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"1515","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"1516","k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__unidentified; g__unidentified; s__unidentified"
"1517","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1518","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1519","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1520","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"1521","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1522","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1523","k__Fungi; p__Ascomycota"
"1524","k__Fungi; p__Ascomycota"
"1525","k__Fungi; p__Ascomycota"
"1526","k__Fungi; p__Ascomycota"
"1527","k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1528","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae"
"1529","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium"
"1530","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1531","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1532","k__Fungi; p__Ascomycota"
"1533","k__Fungi; p__Ascomycota"
"1534","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Ascobolaceae; g__Ascobolus; s__Ascobolus_crenulatus"
"1535","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1536","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1537","k__Fungi; p__Ascomycota"
"1538","k__Fungi; p__Ascomycota"
"1539","k__Fungi; p__Ascomycota"
"1540","k__Fungi; p__Ascomycota"
"1541","k__Fungi; p__Ascomycota"
"1542","k__Fungi; p__Ascomycota"
"1543","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1544","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1545","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1546","k__Fungi; p__Ascomycota"
"1547","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"1548","k__Fungi; p__Ascomycota"
"1549","k__Fungi; p__Ascomycota"
"1550","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1551","k__Fungi; p__Ascomycota"
"1552","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified"
"1553","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis; s__Coprinopsis_narcotica"
"1554","k__Fungi; p__Ascomycota"
"1555","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1556","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus; s__Coprinellus_disseminatus"
"1557","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae"
"1558","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1559","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1560","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Sagenomella; s__Sagenomella_keratitidis"
"1561","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__unidentified; s__unidentified"
"1562","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1563","k__Fungi"
"1564","k__Fungi; p__Ascomycota"
"1565","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1566","k__Fungi; p__Ascomycota"
"1567","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Cladorrhinum; s__Cladorrhinum_bulbillosum"
"1568","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Clonostachys; s__Clonostachys_rosea"
"1569","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"1570","k__Fungi; p__Chytridiomycota; c__Chytridiomycetes"
"1571","k__Fungi; p__Ascomycota"
"1572","k__Fungi; p__Ascomycota"
"1573","k__Fungi; p__Ascomycota"
"1574","k__Fungi; p__Ascomycota"
"1575","k__Fungi; p__Ascomycota"
"1576","k__Fungi; p__Ascomycota"
"1577","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1578","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales"
"1579","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales"
"1580","k__Fungi; p__Chytridiomycota"
"1581","k__Fungi"
"1582","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1583","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1584","k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__Spizellomyces"
"1585","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Tremellodendropsidales; f__unidentified; g__unidentified; s__unidentified"
"1586","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Beauveria"
"1587","k__Fungi; p__Ascomycota"
"1588","k__Fungi; p__Ascomycota"
"1589","k__Fungi; p__Ascomycota"
"1590","k__Fungi; p__Chytridiomycota; c__Lobulomycetes; o__Lobulomycetales; f__Lobulomycetaceae; g__Clydaea"
"1591","k__Fungi; p__Ascomycota"
"1592","k__Fungi; p__Ascomycota"
"1593","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Bradymyces"
"1594","k__Fungi"
"1595","k__Fungi; p__Ascomycota"
"1596","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1597","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1598","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__unidentified"
"1599","k__Fungi; p__Ascomycota"
"1600","k__Fungi; p__Ascomycota"
"1601","k__Fungi; p__Ascomycota"
"1602","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Tremellodendropsidales; f__unidentified; g__unidentified; s__unidentified"
"1603","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__unidentified"
"1604","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1605","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1606","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1607","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium"
"1608","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1609","k__Fungi; p__Ascomycota"
"1610","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1611","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae"
"1612","k__Fungi; p__Ascomycota"
"1613","k__Fungi; p__Ascomycota"
"1614","k__Fungi; p__Ascomycota"
"1615","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__unidentified; g__unidentified; s__unidentified"
"1616","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1617","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Chlorophyllum"
"1618","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1619","k__Fungi; p__Ascomycota"
"1620","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1621","k__Fungi; p__Ascomycota"
"1622","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae"
"1623","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"1624","k__Fungi; p__Ascomycota"
"1625","k__Fungi; p__Ascomycota"
"1626","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Orbilia; s__unidentified"
"1627","k__Fungi; p__Ascomycota"
"1628","k__Fungi; p__Ascomycota"
"1629","k__Fungi; p__Ascomycota"
"1630","k__Fungi; p__Ascomycota"
"1631","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1632","k__Fungi; p__Ascomycota"
"1633","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1634","k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__Spizellomyces"
"1635","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae"
"1636","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_beljakovae"
"1637","k__Fungi; p__Ascomycota"
"1638","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Kretzschmaria; s__Kretzschmaria_deusta"
"1639","k__Fungi; p__Ascomycota"
"1640","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__unidentified"
"1641","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1642","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae"
"1643","k__Fungi; p__Basidiomycota; c__Tremellomycetes"
"1644","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Lepista"
"1645","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1646","k__Fungi; p__Ascomycota"
"1647","k__Fungi; p__Ascomycota"
"1648","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium"
"1649","k__Fungi; p__Ascomycota"
"1650","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1651","k__Fungi; p__Ascomycota"
"1652","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1653","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Clitocybe; s__unidentified"
"1654","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1655","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__unidentified"
"1656","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"1657","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1658","k__Fungi; p__Ascomycota"
"1659","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__unidentified; g__unidentified; s__unidentified"
"1660","k__Fungi; p__Ascomycota"
"1661","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"1662","k__Fungi; p__Ascomycota"
"1663","k__Fungi; p__Ascomycota"
"1664","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhizium; s__Metarhizium_marquandii"
"1665","k__Fungi; p__Ascomycota"
"1666","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora"
"1667","k__Fungi; p__Ascomycota"
"1668","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales"
"1669","k__Fungi; p__Ascomycota"
"1670","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified"
"1671","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Steccherinaceae"
"1672","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Paramyrothecium; s__Paramyrothecium_roridum"
"1673","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1674","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1675","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1676","k__Fungi; p__Chytridiomycota; c__Rhizophlyctidomycetes; o__Rhizophlyctidales; f__Rhizophlyctidaceae; g__Rhizophlyctis; s__Rhizophlyctis_rosea"
"1677","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"1678","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"1679","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__unidentified; s__unidentified"
"1680","k__Fungi; p__Ascomycota"
"1681","k__Fungi; p__Ascomycota"
"1682","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__unidentified"
"1683","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__unidentified"
"1684","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__unidentified; g__unidentified; s__unidentified"
"1685","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Cantharellaceae; g__unidentified; s__unidentified"
"1686","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__Auxarthron"
"1687","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1688","k__Fungi; p__Ascomycota"
"1689","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1690","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Savoryellales; f__unidentified; g__unidentified; s__unidentified"
"1691","k__Fungi; p__Ascomycota"
"1692","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_pseudocandidum"
"1693","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1694","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Pholiota; s__Pholiota_adiposa"
"1695","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1696","k__Fungi; p__Ascomycota"
"1697","k__Fungi; p__Ascomycota"
"1698","k__Fungi; p__Ascomycota"
"1699","k__Fungi; p__Ascomycota"
"1700","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1701","k__Fungi; p__Basidiomycota; c__Microbotryomycetes"
"1702","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1703","k__Fungi; p__Ascomycota"
"1704","k__Fungi; p__Ascomycota"
"1705","k__Fungi; p__Ascomycota"
"1706","k__Fungi; p__Ascomycota"
"1707","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1708","k__Fungi; p__Ascomycota"
"1709","k__Fungi; p__Ascomycota"
"1710","k__Fungi; p__Ascomycota"
"1711","k__Fungi; p__Ascomycota"
"1712","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1713","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae"
"1714","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1715","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__Talaromyces_leycettanus"
"1716","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1717","k__Fungi"
"1718","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; f__Leucosporidiaceae; g__Leucosporidium"
"1719","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__unidentified"
"1720","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae"
"1721","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1722","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Savoryellales; f__unidentified; g__unidentified; s__unidentified"
"1723","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius"
"1724","k__Fungi; p__Ascomycota"
"1725","k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1726","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1727","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales"
"1728","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"1729","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1730","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1731","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Sordariales_fam_Incertae_sedis; g__Staphylotrichum"
"1732","k__Fungi; p__Ascomycota"
"1733","k__Fungi; p__Ascomycota"
"1734","k__Fungi; p__Ascomycota"
"1735","k__Fungi; p__Chytridiomycota"
"1736","k__Fungi; p__Ascomycota"
"1737","k__Fungi; p__Ascomycota"
"1738","k__Fungi; p__Ascomycota"
"1739","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1740","k__Fungi; p__Basidiomycota; c__Tremellomycetes"
"1741","k__Fungi; p__Ascomycota"
"1742","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1743","k__Fungi; p__Ascomycota"
"1744","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Sordariaceae; g__unidentified; s__unidentified"
"1745","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Pleurotheciales; f__Pleurotheciaceae; g__Phaeoisaria"
"1746","k__Fungi; p__Ascomycota"
"1747","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"1748","k__Fungi; p__Ascomycota"
"1749","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1750","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae"
"1751","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1752","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophora"
"1753","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1754","k__Fungi; p__Ascomycota"
"1755","k__Fungi; p__Ascomycota"
"1756","k__Fungi; p__Ascomycota"
"1757","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1758","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__unidentified; s__unidentified"
"1759","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Pleurotheciales; f__Pleurotheciaceae; g__Phaeoisaria"
"1760","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1761","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma"
"1762","k__Fungi; p__Ascomycota"
"1763","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1764","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Pholiota"
"1765","k__Fungi; p__Ascomycota"
"1766","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1767","k__Fungi; p__Ascomycota"
"1768","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1769","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1770","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1771","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1772","k__Fungi; p__Ascomycota"
"1773","k__Fungi; p__Ascomycota"
"1774","k__Fungi; p__Ascomycota"
"1775","k__Fungi; p__Chytridiomycota"
"1776","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1777","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1778","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae"
"1779","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1780","k__Fungi; p__Ascomycota"
"1781","k__Fungi; p__Ascomycota"
"1782","k__Fungi; p__Ascomycota"
"1783","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae"
"1784","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1785","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1786","k__Fungi; p__Chytridiomycota; c__Lobulomycetes; o__Lobulomycetales; f__Lobulomycetaceae; g__Clydaea"
"1787","k__Fungi; p__Ascomycota"
"1788","k__Fungi; p__Ascomycota"
"1789","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1790","k__Fungi; p__Ascomycota"
"1791","k__Fungi; p__Ascomycota"
"1792","k__Fungi; p__Ascomycota"
"1793","k__Fungi; p__Ascomycota"
"1794","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1795","k__Fungi; p__Ascomycota"
"1796","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
